CustomerKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
21858,CURTIS,LIN,15-08-1949,S,M,curtis7@adventure-works.com,160000,4,High School,Management,N
21859,MONICA,KIM,16-08-1948,S,F,monica1@adventure-works.com,70000,5,Partial High School,Skilled Manual,Y
21860,JACQUELYN,GILL,11-01-1948,M,F,jacquelyn14@adventure-works.com,80000,5,High School,Management,Y
21861,KARI,ROMERO,26-10-1948,M,F,kari29@adventure-works.com,90000,4,High School,Management,Y
21862,MICHELE,PRASAD,04-09-1948,M,F,michele24@adventure-works.com,90000,4,High School,Management,Y
21863,SHAWNA,ANAND,22-08-1948,S,F,shawna21@adventure-works.com,90000,4,Partial High School,Skilled Manual,Y
21864,MARTIN,LOPEZ,22-10-1948,S,M,martin21@adventure-works.com,100000,3,High School,Management,Y
21865,KATHRYN,ANDERSEN,22-11-1948,M,F,kathryn11@adventure-works.com,130000,5,High School,Management,Y
21866,SHANNON,ZHU,21-02-1947,M,F,shannon13@adventure-works.com,80000,5,Partial High School,Skilled Manual,N
21867,MICHAEL,RUGGIERO,14-11-1947,M,M,michael23@adventure-works.com,90000,5,Partial High School,Skilled Manual,Y
21868,AIMEE,MA,03-02-1947,M,F,aimee11@adventure-works.com,100000,3,High School,Management,Y
21869,TINA,PRASAD,10-10-1947,M,F,tina11@adventure-works.com,100000,3,Partial High School,Professional,Y
21870,JENNY,RAJI,04-09-1947,M,F,jenny44@adventure-works.com,130000,5,Partial High School,Professional,Y
21871,DEVIN,ADAMS,05-11-1976,S,M,devin29@adventure-works.com,60000,0,Bachelors,Professional,Y
21872,ALISHA,LAL,01-12-1975,S,F,alisha33@adventure-works.com,60000,0,Bachelors,Professional,N
21873,KELLIE,NAVARRO,03-08-1975,M,F,kellie8@adventure-works.com,70000,0,Bachelors,Professional,Y
21874,BRANDI,SUAREZ,22-05-1976,M,F,brandi18@adventure-works.com,70000,0,Bachelors,Professional,N
21875,CEDRIC,NARA,17-08-1976,S,M,cedric35@adventure-works.com,70000,0,Bachelors,Professional,N
21876,PHILIP,RUBIO,26-04-1976,S,M,philip20@adventure-works.com,70000,0,Bachelors,Professional,N
21877,CLARENCE,XU,13-08-1976,S,M,clarence19@adventure-works.com,80000,0,Bachelors,Professional,Y
21878,BRYANT,RANA,25-04-1976,M,M,bryant10@adventure-works.com,80000,0,Bachelors,Professional,Y
21880,MARC,GOMEZ,20-08-1974,M,M,marc4@adventure-works.com,70000,0,Bachelors,Professional,Y
21881,NICOLE,LEWIS,16-10-1975,S,F,nicole21@adventure-works.com,80000,0,Bachelors,Professional,N
21882,JAY,RAMOS,23-09-1975,S,M,jay47@adventure-works.com,90000,0,Bachelors,Professional,Y
21883,PATRICIA,KAPOOR,07-03-1974,S,F,patricia6@adventure-works.com,70000,0,Bachelors,Professional,N
21884,TABITHA,GUTIERREZ,08-07-1973,M,F,tabitha31@adventure-works.com,80000,0,Bachelors,Professional,Y
21885,RAFAEL,XU,05-12-1974,S,M,rafael13@adventure-works.com,90000,0,Bachelors,Professional,Y
21886,JILL,CARLSON,10-05-1974,S,F,jill26@adventure-works.com,100000,0,High School,Management,Y
21887,ASHLEY,WHITE,12-05-1972,M,F,ashley13@adventure-works.com,80000,0,Bachelors,Professional,N
21888,EVAN,EDWARDS,04-09-1973,S,M,evan25@adventure-works.com,100000,0,High School,Management,Y
21889,SHEILA,NAVARRO,17-08-1973,M,F,sheila10@adventure-works.com,110000,0,Partial College,Management,Y
21890,TIFFANY,ZENG,05-02-1973,M,F,tiffany23@adventure-works.com,120000,0,Partial High School,Professional,Y
21891,DAWN,NARA,23-06-1972,M,F,dawn41@adventure-works.com,110000,0,High School,Management,Y
21892,JOAN,HERNANDEZ,26-08-1971,M,F,joan15@adventure-works.com,100000,0,High School,Management,Y
21893,BRANDI,HERNANDEZ,15-06-1971,S,F,brandi4@adventure-works.com,100000,0,High School,Management,Y
21894,DAVID,LI,13-11-1970,S,M,david58@adventure-works.com,90000,0,Bachelors,Professional,N
21895,KAYLEE,GONZALEZ,09-10-1970,S,F,kaylee30@adventure-works.com,90000,0,Bachelors,Professional,N
21896,ROY,SUBRAM,26-07-1970,M,M,roy13@adventure-works.com,100000,0,High School,Management,Y
21897,FRANCISCO,SUBRAM,20-10-1971,M,M,francisco14@adventure-works.com,110000,0,Partial High School,Professional,N
21898,DEVON,RAJI,05-02-1971,M,M,devon18@adventure-works.com,110000,0,Partial High School,Professional,Y
21899,MARIE,VAZQUEZ,10-04-1971,M,F,marie38@adventure-works.com,110000,0,Partial High School,Professional,Y
21900,ROBERT,JONES,20-04-1964,S,M,robert87@adventure-works.com,80000,4,Partial College,Professional,Y
21901,ELIZABETH,TAYLOR,24-05-1964,M,F,elizabeth13@adventure-works.com,90000,5,Partial College,Professional,Y
21902,NATALIE,JAMES,20-09-1964,S,F,natalie20@adventure-works.com,130000,2,Graduate Degree,Management,N
21903,FERNANDO,JENKINS,15-07-1956,S,M,fernando50@adventure-works.com,70000,3,Partial College,Professional,Y
21904,CHASE,SANDBERG,08-02-1956,M,M,chase4@adventure-works.com,70000,4,Partial College,Professional,Y
21905,PEDRO,HERNANDEZ,19-09-1934,M,M,pedro24@adventure-works.com,50000,2,Graduate Degree,Management,Y
21906,MIRANDA,SIMMONS,05-02-1934,M,F,miranda15@adventure-works.com,50000,2,Graduate Degree,Management,Y
21907,JORDAN,HALL,20-08-1934,M,F,jordan51@adventure-works.com,60000,2,Graduate Degree,Management,Y
21908,ISABEL,HAYES,02-07-1934,M,F,isabel21@adventure-works.com,60000,2,Graduate Degree,Management,Y
21909,ALLISON,WARD,24-06-1934,M,F,allison11@adventure-works.com,160000,1,Bachelors,Management,Y
21910,REBEKAH,PEREZ,17-08-1974,S,F,rebekah19@adventure-works.com,30000,0,Partial College,Clerical,N
21911,JOAN,ROSS,23-12-1980,S,F,joan8@adventure-works.com,20000,0,Partial High School,Manual,N
21912,COLLEEN,KUMAR,21-03-1980,S,F,colleen32@adventure-works.com,20000,0,Partial High School,Manual,Y
21913,ARTHUR,BLANCO,27-05-1980,S,M,arthur40@adventure-works.com,20000,0,Partial High School,Manual,N
21914,EMILY,BROWN,19-02-1980,S,F,emily4@adventure-works.com,20000,0,Partial High School,Manual,N
21915,TRISTAN,WOOD,01-05-1962,M,M,tristan2@adventure-works.com,70000,1,Partial College,Skilled Manual,Y
21916,JESSE,EVANS,08-02-1961,M,M,jesse24@adventure-works.com,40000,4,High School,Skilled Manual,Y
21917,DALTON,JOHNSON,24-06-1961,M,M,dalton1@adventure-works.com,40000,4,High School,Skilled Manual,Y
21918,CAROL,SERRANO,03-11-1961,S,F,carol11@adventure-works.com,40000,4,High School,Skilled Manual,Y
21919,MELISSA,HOWARD,07-08-1961,M,F,melissa33@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
21920,DESTINY,BENNETT,15-02-1961,M,F,destiny49@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
21921,LUCAS,COLLINS,02-08-1961,M,M,lucas12@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
21922,BAILEY,WARD,23-11-1961,M,F,bailey9@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
21923,JUSTIN,WILLIAMS,20-07-1961,M,M,justin33@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
21924,EDUARDO,COOK,13-03-1960,M,M,eduardo88@adventure-works.com,40000,4,High School,Skilled Manual,Y
21925,TABITHA,DOMINGUEZ,02-08-1960,S,F,tabitha33@adventure-works.com,40000,0,Bachelors,Professional,N
21926,MELANIE,HENDERSON,15-07-1967,S,F,melanie20@adventure-works.com,60000,0,Graduate Degree,Professional,N
21927,MEREDITH,BROWNING,16-09-1967,S,F,meredith39@adventure-works.com,60000,0,Graduate Degree,Professional,N
21928,KARL,LUO,03-03-1967,S,M,karl6@adventure-works.com,60000,0,Graduate Degree,Professional,Y
21929,KAREN,PERRY,19-11-1967,S,F,karen36@adventure-works.com,60000,0,Graduate Degree,Professional,N
21930,MARISSA,PERRY,27-07-1967,S,F,marissa5@adventure-works.com,60000,0,Graduate Degree,Professional,Y
21931,MARCUS,WOOD,20-09-1960,M,M,marcus51@adventure-works.com,60000,1,Partial College,Skilled Manual,N
21932,LEONARD,KUMAR,14-12-1959,M,M,leonard9@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
21933,NICOLE,MARTIN,03-10-1959,M,F,nicole15@adventure-works.com,60000,4,Bachelors,Professional,Y
21934,JENNIFER,COX,10-06-1959,M,F,jennifer64@adventure-works.com,60000,4,Bachelors,Professional,Y
21935,VICTORIA,SIMMONS,28-07-1959,M,F,victoria62@adventure-works.com,60000,4,Bachelors,Professional,N
21936,EMMA,REED,15-12-1959,M,F,emma28@adventure-works.com,60000,4,Bachelors,Professional,N
21937,MORGAN,ROSS,27-11-1959,S,F,morgan73@adventure-works.com,60000,4,Bachelors,Professional,Y
21938,SAVANNAH,HALL,13-06-1959,M,NA,savannah45@adventure-works.com,60000,4,Bachelors,Professional,Y
21939,THOMAS,ROBERTS,11-03-1959,M,M,thomas41@adventure-works.com,70000,2,Graduate Degree,Professional,Y
21940,ALEJANDRO,SHARMA,24-07-1959,M,M,alejandro36@adventure-works.com,90000,5,Graduate Degree,Professional,Y
21941,GAIL,MOORE,19-02-1958,S,F,gail3@adventure-works.com,60000,3,Bachelors,Professional,N
21942,JULIA,ROBERTS,05-09-1958,M,F,julia10@adventure-works.com,80000,5,Graduate Degree,Professional,Y
21943,CINDY,MEHTA,08-08-1969,S,F,cindy14@adventure-works.com,80000,4,Graduate Degree,Management,Y
21944,DAISY,JIMÉNEZ,20-09-1969,M,F,daisy2@adventure-works.com,90000,1,Graduate Degree,Management,Y
21945,PEARLIE,RUSEK,17-02-1969,S,F,pearlie0@adventure-works.com,90000,1,Graduate Degree,Management,Y
21946,MICHELE,DENG,03-01-1969,M,F,michele1@adventure-works.com,90000,2,Bachelors,Professional,Y
21947,DIANE,ROMERO,09-10-1969,M,F,diane14@adventure-works.com,90000,2,Bachelors,Professional,Y
21948,ANN,MADAN,12-04-1969,M,F,ann13@adventure-works.com,100000,1,Graduate Degree,Management,Y
21949,CLAYTON,CHAVEZ,27-09-1969,S,M,clayton33@adventure-works.com,100000,1,Graduate Degree,Management,N
21950,ARMANDO,HERNANDEZ,05-04-1969,S,M,armando4@adventure-works.com,100000,1,Graduate Degree,Management,Y
21951,ORLANDO,HERNANDEZ,27-11-1970,S,M,orlando4@adventure-works.com,80000,4,Graduate Degree,Management,Y
21952,LATASHA,VAZQUEZ,06-07-1968,S,F,latasha14@adventure-works.com,70000,5,Bachelors,Professional,Y
21953,MARVIN,VAZQUEZ,22-07-1967,M,M,marvin15@adventure-works.com,70000,5,Bachelors,Professional,N
21954,YOLANDA,ANDERSEN,24-05-1967,S,F,yolanda12@adventure-works.com,70000,5,Bachelors,Professional,Y
21955,JENNY,FERRIER,22-08-1969,S,F,jenny45@adventure-works.com,110000,1,Graduate Degree,Management,Y
21956,JAY,KAPOOR,16-10-1969,S,M,jay7@adventure-works.com,120000,1,Graduate Degree,Management,N
21957,KATHRYN,SHEN,18-05-1969,M,F,kathryn2@adventure-works.com,120000,1,Graduate Degree,Management,Y
21958,MALLORY,BLANCO,19-10-1969,S,F,mallory2@adventure-works.com,130000,1,Graduate Degree,Management,N
21959,JIMMY,DOMINGUEZ,16-07-1969,M,M,jimmy16@adventure-works.com,130000,1,Graduate Degree,Management,Y
21960,DAWN,LIU,18-02-1967,M,F,dawn5@adventure-works.com,70000,5,Bachelors,Professional,N
21961,CHELSEA,GARCIA,20-04-1967,M,F,chelsea16@adventure-works.com,70000,5,Bachelors,Professional,Y
21962,KRISTI,SMITH,01-05-1967,S,F,kristi25@adventure-works.com,80000,5,Graduate Degree,Management,Y
21963,JACQUELYN,SERRANO,23-08-1967,M,F,jacquelyn17@adventure-works.com,80000,5,Graduate Degree,Management,Y
21964,DEVON,NARA,03-08-1967,M,M,devon14@adventure-works.com,80000,5,Graduate Degree,Management,Y
21965,BETHANY,RAHEEM,24-08-1966,M,F,bethany21@adventure-works.com,80000,5,Bachelors,Professional,Y
21966,ROSS,SAI,27-10-1966,M,M,ross5@adventure-works.com,90000,2,Bachelors,Professional,Y
21967,CHARLES,SANDERS,09-04-1965,M,M,charles50@adventure-works.com,60000,2,Bachelors,Professional,Y
21968,JAIME,DENG,04-08-1968,S,M,jaime25@adventure-works.com,70000,0,Bachelors,Professional,N
21969,LATOYA,DENG,25-03-1968,S,F,latoya1@adventure-works.com,70000,0,Bachelors,Professional,N
21970,JADA,RIVERA,21-02-1964,S,F,jada8@adventure-works.com,60000,3,Bachelors,Professional,Y
21971,WARREN,SHAN,24-05-1964,M,M,warren41@adventure-works.com,60000,4,Bachelors,Professional,Y
21972,MANDY,SHE,02-10-1964,M,F,mandy24@adventure-works.com,60000,4,Bachelors,Professional,N
21973,JANET,VAZQUEZ,15-02-1964,M,F,janet20@adventure-works.com,60000,4,Bachelors,Professional,N
21974,WHITNEY,SURI,07-02-1964,S,F,whitney0@adventure-works.com,70000,0,Bachelors,Professional,Y
21975,ALFREDO,RUIZ,05-01-1963,M,M,alfredo3@adventure-works.com,60000,5,Bachelors,Professional,Y
21976,JACQUELINE,TORRES,01-07-1963,S,F,jacqueline28@adventure-works.com,60000,3,Bachelors,Professional,N
21977,PHILLIP,MALHOTRA,21-07-1963,S,M,phillip5@adventure-works.com,70000,0,Bachelors,Professional,N
21978,TRACY,DENG,08-03-1967,M,F,tracy3@adventure-works.com,90000,4,Bachelors,Professional,Y
21979,PHILIP,GUTIERREZ,16-09-1962,M,M,philip11@adventure-works.com,60000,1,Bachelors,Professional,Y
21980,BETH,MORENO,10-09-1961,S,F,beth9@adventure-works.com,60000,1,Bachelors,Professional,Y
21981,ISABELLA,HENDERSON,11-04-1961,M,F,isabella16@adventure-works.com,60000,1,Bachelors,Professional,Y
21982,DEBORAH,LAL,25-02-1961,M,F,deborah13@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
21983,GLENN,LIANG,22-03-1961,M,M,glenn18@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
21984,KRISTY,SUAREZ,19-02-1960,S,F,kristy17@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
21985,EDDIE,TORRES,14-10-1960,M,M,eddie12@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
21986,KRISTI,CHAPMAN,11-06-1960,S,F,kristi18@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
21987,THEODORE,DOMINGUEZ,04-12-1965,S,M,theodore13@adventure-works.com,70000,0,Bachelors,Professional,Y
21988,ALISHA,ZHAO,03-04-1965,M,F,alisha10@adventure-works.com,80000,5,Bachelors,Professional,Y
21989,ERIK,JIMENEZ,02-04-1965,M,M,erik7@adventure-works.com,80000,5,Bachelors,Professional,Y
21990,ALEJANDRO,RAI,15-03-1965,S,M,alejandro42@adventure-works.com,80000,5,Bachelors,Professional,Y
21991,TERESA,GILL,14-07-1965,M,F,teresa14@adventure-works.com,80000,5,Bachelors,Professional,N
21992,ALEJANDRO,ZHANG,27-08-1965,S,M,alejandro2@adventure-works.com,80000,5,Bachelors,Professional,Y
21993,CRAIG,SANZ,20-09-1964,M,M,craig19@adventure-works.com,70000,0,Bachelors,Professional,N
21994,NATASHA,RUIZ,13-03-1959,S,F,natasha2@adventure-works.com,90000,1,Bachelors,Professional,Y
21995,KATHRYN,RAJI,22-03-1962,S,F,kathryn19@adventure-works.com,70000,5,Partial College,Skilled Manual,Y
21996,AMY,GAO,19-11-1961,M,F,amy21@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
21997,DENNIS,XU,14-03-1958,M,M,dennis13@adventure-works.com,80000,5,Bachelors,Professional,Y
21998,ERIK,HERNANDEZ,08-11-1958,M,M,erik5@adventure-works.com,90000,2,Bachelors,Professional,Y
21999,JULIA,BARNES,13-05-1958,M,F,julia69@adventure-works.com,90000,2,Bachelors,Management,N
22000,CYNTHIA,CHANDRA,11-09-1958,M,F,cynthia6@adventure-works.com,100000,4,Bachelors,Management,Y
22001,GREGORY,CHANDER,21-10-1957,S,M,gregory19@adventure-works.com,70000,1,Partial College,Skilled Manual,Y
22002,KRISTEN,CHEN,05-08-1936,M,F,kristen2@adventure-works.com,30000,2,Partial College,Clerical,N
22003,JILL,NAVARRO,23-08-1936,M,F,jill17@adventure-works.com,40000,2,Bachelors,Management,Y
22004,MEGHAN,ORTEGA,16-08-1960,M,F,meghan21@adventure-works.com,60000,1,Partial College,Skilled Manual,Y
22005,PAMELA,MEHTA,03-03-1960,M,F,pamela17@adventure-works.com,70000,5,Partial College,Skilled Manual,N
22006,JON,NARA,20-06-1960,M,M,jon13@adventure-works.com,70000,5,Partial College,Skilled Manual,Y
22007,KAYLEE,HERNANDEZ,13-09-1976,S,F,kaylee41@adventure-works.com,30000,0,High School,Skilled Manual,N
22008,ALISHA,YE,08-04-1975,S,F,alisha9@adventure-works.com,40000,0,High School,Skilled Manual,N
22009,ROSS,ALVAREZ,09-02-1975,S,M,ross25@adventure-works.com,40000,0,High School,Skilled Manual,Y
22010,HENRY,LOPEZ,13-07-1975,S,M,henry18@adventure-works.com,40000,0,High School,Skilled Manual,N
22011,RICHARD,PATTERSON,13-11-1980,S,M,richard65@adventure-works.com,30000,0,High School,Skilled Manual,N
22012,REGINA,MALHOTRA,26-06-1980,S,F,regina4@adventure-works.com,30000,0,High School,Skilled Manual,N
22013,MARCUS,JENKINS,01-11-1980,S,M,marcus56@adventure-works.com,30000,0,High School,Skilled Manual,N
22014,JOSE,GONZALES,19-05-1980,S,M,jose11@adventure-works.com,30000,0,High School,Skilled Manual,Y
22015,MARY,TURNER,15-10-1980,M,F,mary18@adventure-works.com,30000,0,High School,Skilled Manual,Y
22016,TERRENCE,ANDERSEN,22-10-1980,S,M,terrence13@adventure-works.com,30000,0,Partial High School,Clerical,N
22017,SHARON,SHE,09-12-1937,M,F,sharon6@adventure-works.com,30000,2,Partial College,Clerical,N
22018,TODD,SUN,09-05-1937,M,M,todd12@adventure-works.com,40000,2,Bachelors,Management,Y
22019,RACHEL,BRYANT,23-02-1978,M,F,rachel66@adventure-works.com,40000,0,High School,Skilled Manual,N
22020,JAIME,SHAN,18-04-1938,M,M,jaime32@adventure-works.com,40000,2,Bachelors,Management,Y
22021,ETHAN,WHITE,20-09-1977,S,M,ethan46@adventure-works.com,30000,0,Partial High School,Clerical,N
22022,CHRISTOPHER,DAVIS,04-11-1977,S,NA,christopher5@adventure-works.com,30000,0,Partial High School,Clerical,N
22023,RAFAEL,CHEN,01-05-1977,S,M,rafael2@adventure-works.com,30000,0,Partial High School,Clerical,N
22024,SAMUEL,CHEN,11-02-1977,S,M,samuel24@adventure-works.com,40000,0,High School,Skilled Manual,Y
22025,RILEY,PETERSON,06-06-1977,S,F,riley24@adventure-works.com,40000,0,High School,Skilled Manual,N
22026,BRIDGET,KENNEDY,07-04-1979,M,F,bridget10@adventure-works.com,30000,0,Partial High School,Clerical,N
22027,FRANKLIN,LUO,05-06-1979,S,M,franklin24@adventure-works.com,30000,0,Partial High School,Clerical,N
22028,JODI,SHEN,22-11-1939,M,F,jodi2@adventure-works.com,30000,2,Partial College,Clerical,N
22029,LAURA,GAO,03-11-1939,M,F,laura20@adventure-works.com,40000,2,Bachelors,Management,Y
22031,JORGE,CAI,12-08-1940,M,M,jorge24@adventure-works.com,40000,2,Bachelors,Management,Y
22032,IVAN,FERNANDEZ,12-09-1942,M,M,ivan12@adventure-works.com,40000,2,Bachelors,Management,Y
22033,MARSHALL,ZHAO,17-06-1942,S,M,marshall9@adventure-works.com,50000,2,Graduate Degree,Management,Y
22034,SETH,CLARK,03-04-1976,M,M,seth18@adventure-works.com,40000,0,Partial College,Skilled Manual,Y
22035,RYAN,WILSON,09-11-1976,M,M,ryan46@adventure-works.com,40000,0,Partial College,Skilled Manual,Y
22036,GABRIELLA,HALL,01-11-1975,S,F,gabriella45@adventure-works.com,40000,0,High School,Skilled Manual,N
22037,ANGELA,GONZALES,01-06-1975,M,F,angela20@adventure-works.com,40000,0,High School,Skilled Manual,N
22038,ISABELLA,JACKSON,18-02-1974,S,F,isabella67@adventure-works.com,50000,0,Partial College,Skilled Manual,Y
22039,MARISSA,SIMMONS,16-03-1974,S,F,marissa12@adventure-works.com,50000,0,Partial College,Skilled Manual,Y
22040,DEVIN,BROWN,16-10-1974,M,M,devin4@adventure-works.com,50000,0,Partial College,Skilled Manual,N
22041,PAIGE,MORRIS,03-05-1973,S,F,paige43@adventure-works.com,60000,0,Partial College,Skilled Manual,N
22042,ABIGAIL,BRYANT,21-08-1972,M,F,abigail43@adventure-works.com,70000,0,Partial College,Skilled Manual,Y
22043,TRINITY,COX,12-08-1972,S,F,trinity10@adventure-works.com,70000,0,Partial College,Skilled Manual,N
22044,CONNOR,YOUNG,16-05-1972,S,M,connor46@adventure-works.com,80000,0,Bachelors,Management,N
22045,CAMERON,CHEN,07-05-1968,S,M,cameron21@adventure-works.com,80000,0,Bachelors,Management,N
22046,JASMINE,SANDERS,21-02-1968,S,F,jasmine40@adventure-works.com,80000,0,Bachelors,Management,N
22047,DAVID,GONZALES,16-12-1968,M,M,david50@adventure-works.com,90000,4,Bachelors,Management,Y
22048,GRACE,WASHINGTON,22-04-1967,M,F,grace61@adventure-works.com,100000,1,Bachelors,Management,Y
22049,ALLEN,PATEL,07-05-1967,S,M,allen3@adventure-works.com,130000,0,Graduate Degree,Management,N
22050,RICHARD,BAILEY,18-02-1968,S,M,richard97@adventure-works.com,90000,4,Bachelors,Management,Y
22051,LAUREN,ROGERS,05-12-1968,S,F,lauren1@adventure-works.com,90000,4,Partial College,Skilled Manual,N
22052,ZACHARY,BUTLER,08-05-1968,M,M,zachary13@adventure-works.com,110000,2,Graduate Degree,Management,Y
22053,JAIME,GOEL,15-12-1968,S,M,jaime42@adventure-works.com,120000,1,Bachelors,Management,N
22054,RUSSELL,RAJI,24-08-1968,S,M,russell24@adventure-works.com,120000,1,Bachelors,Management,Y
22055,HANNAH,CLARK,05-03-1968,M,F,hannah17@adventure-works.com,120000,1,Bachelors,Management,Y
22056,ALEX,HOWARD,18-02-1979,M,M,alex15@adventure-works.com,40000,0,High School,Skilled Manual,N
22057,KYLE,ROSS,13-02-1979,S,M,kyle0@adventure-works.com,40000,0,High School,Skilled Manual,Y
22058,JAKE,ZUKOWSKI,05-11-1978,S,M,jake22@adventure-works.com,40000,0,High School,Skilled Manual,N
22059,JONATHAN,JOHNSON,09-02-1978,M,M,jonathan61@adventure-works.com,40000,0,High School,Skilled Manual,Y
22060,EVAN,HILL,06-11-1978,M,M,evan38@adventure-works.com,40000,0,Partial College,Skilled Manual,Y
22061,JENNY,GOEL,20-09-1978,S,F,jenny42@adventure-works.com,60000,0,Partial College,Skilled Manual,N
22062,CAMERON,FLORES,28-04-1978,S,M,cameron7@adventure-works.com,60000,0,Partial College,Skilled Manual,N
22063,JOANNA,SUAREZ,02-10-1945,M,F,joanna18@adventure-works.com,10000,2,Partial High School,Clerical,Y
22064,LAWRENCE,CARLSON,24-05-1945,M,M,lawrence17@adventure-works.com,20000,4,High School,Skilled Manual,Y
22065,ROY,MARTIN,03-07-1946,M,M,roy22@adventure-works.com,20000,4,High School,Skilled Manual,N
22066,PAULA,MUNOZ,18-03-1971,M,F,paula10@adventure-works.com,70000,1,Graduate Degree,Skilled Manual,Y
22067,JULIA,JACKSON,18-01-1971,M,F,julia34@adventure-works.com,70000,1,Graduate Degree,Skilled Manual,Y
22068,SEAN,JAMES,15-06-1963,S,M,sean15@adventure-works.com,100000,0,Partial College,Professional,Y
22069,BAILEY,REED,06-12-1963,S,F,bailey18@adventure-works.com,100000,0,Partial College,Professional,Y
22070,EDUARDO,BROWN,02-07-1963,M,M,eduardo3@adventure-works.com,110000,4,Bachelors,Management,Y
22071,GABRIEL,CARTER,20-11-1963,S,M,gabriel41@adventure-works.com,110000,4,Bachelors,Management,N
22072,DEVIN,RUSSELL,04-08-1963,S,M,devin57@adventure-works.com,160000,2,Bachelors,Management,N
22073,TIMOTHY,SANDERS,25-12-1962,M,M,timothy5@adventure-works.com,90000,5,Partial College,Professional,Y
22074,RICHARD,WASHINGTON,15-08-1962,S,M,richard68@adventure-works.com,100000,1,Partial College,Professional,Y
22075,PEDRO,PATEL,15-05-1962,M,M,pedro3@adventure-works.com,110000,1,Bachelors,Management,Y
22076,NELSON,VAZQUEZ,24-06-1962,M,M,nelson13@adventure-works.com,110000,1,Bachelors,Management,Y
22077,MARVIN,RUBIO,10-07-1962,M,M,marvin21@adventure-works.com,110000,1,Bachelors,Management,Y
22078,WILLIAM,MARTIN,08-07-1962,M,M,william10@adventure-works.com,120000,1,Partial College,Professional,Y
22079,KATHERINE,PEREZ,16-10-1961,M,F,katherine60@adventure-works.com,70000,5,Partial College,Professional,Y
22080,CAITLIN,SANCHEZ,04-12-1961,M,F,caitlin21@adventure-works.com,70000,5,Partial College,Professional,Y
22081,OLIVIA,CLARK,07-04-1961,M,F,olivia18@adventure-works.com,100000,3,Partial College,Professional,Y
22082,LUCAS,BARNES,23-10-1961,S,M,lucas52@adventure-works.com,110000,1,Bachelors,Management,Y
22083,DAVID,FLORES,16-03-1961,M,M,david45@adventure-works.com,110000,1,Bachelors,Management,Y
22084,FRANCIS,GOMEZ,07-07-1961,M,M,francis20@adventure-works.com,110000,1,Partial College,Professional,Y
22085,TONI,MEHTA,13-07-1961,M,F,toni14@adventure-works.com,110000,1,Partial College,Professional,Y
22086,CHELSEA,SANCHEZ,17-11-1961,M,F,chelsea22@adventure-works.com,110000,1,Partial College,Professional,Y
22087,JOAN,COLEMAN,16-10-1961,M,F,joan4@adventure-works.com,120000,1,High School,Professional,Y
22088,HANNAH,DIAZ,19-01-1961,M,F,hannah43@adventure-works.com,130000,1,Bachelors,Management,Y
22089,MASON,GRAY,04-03-1961,M,M,mason7@adventure-works.com,130000,1,Bachelors,Management,Y
22090,ALEXANDRA,MILLER,20-11-1955,M,F,alexandra69@adventure-works.com,70000,4,High School,Professional,Y
22091,KAYLA,GRIFFIN,23-08-1955,M,F,kayla45@adventure-works.com,80000,3,Partial College,Professional,Y
22092,ANDREA,YOUNG,23-02-1955,M,F,andrea39@adventure-works.com,90000,2,High School,Professional,Y
22093,SYDNEY,BAKER,16-06-1955,M,F,sydney57@adventure-works.com,90000,2,High School,Professional,Y
22094,JARED,WATSON,04-06-1955,M,M,jared2@adventure-works.com,90000,2,High School,Professional,Y
22095,BRANDON,PERRY,15-10-1955,S,M,brandon5@adventure-works.com,90000,2,High School,Professional,Y
22096,BRYCE,COOPER,22-01-1954,S,M,bryce7@adventure-works.com,70000,2,Partial High School,Skilled Manual,Y
22097,DAVID,ANDERSON,08-05-1935,M,M,david68@adventure-works.com,40000,3,Partial College,Professional,Y
22098,KATHERINE,BROOKS,18-10-1935,S,F,katherine22@adventure-works.com,50000,2,Graduate Degree,Management,N
22099,JOEL,SCHMIDT,23-04-1935,M,M,joel9@adventure-works.com,80000,4,Graduate Degree,Management,Y
22100,FERNANDO,HALL,20-03-1960,M,M,fernando22@adventure-works.com,80000,5,Partial College,Professional,Y
22101,CAROL,WHITE,12-05-1960,S,F,carol18@adventure-works.com,90000,4,High School,Professional,N
22102,EDUARDO,COX,08-02-1960,M,M,eduardo79@adventure-works.com,100000,0,Partial College,Professional,Y
22103,ALEXANDRA,HERNANDEZ,25-06-1960,M,F,alexandra59@adventure-works.com,110000,3,Partial College,Professional,N
22104,RICHARD,ADAMS,20-01-1960,S,M,richard26@adventure-works.com,110000,4,Partial College,Professional,Y
